,지역,학교명,위도,경도,구
936,서울특별시 용산구,용강중학교,37.5215772,126.9754842,용산구
937,서울특별시 용산구,용산중학교,37.54606741,126.9809259,용산구
938,서울특별시 중구,장원중학교,37.55396515,127.0060433,중구
939,서울특별시 중구,장충중학교,37.553109,127.006169,중구
940,서울특별시 종로구,중앙중학교,37.586096999999995,126.986677,종로구
941,서울특별시 중구,창덕여자중학교,37.56643109,126.9692123,중구
942,서울특별시 종로구,청운중학교,37.58917265,126.97108700000001,종로구
943,서울특별시 용산구,한강중학교,37.52361219,126.99279170000001,용산구
944,서울특별시 중구,한양중학교,37.565719,127.010857,중구
945,서울특별시 중구,환일중학교,37.553608000000004,126.962774,중구
946,서울특별시 송파구,서울체육중학교,37.521752,127.129926,송파구
947,서울특별시 강북구,삼각산중학교,37.616172999999996,127.015501,강북구
948,서울특별시 노원구,을지중학교,37.64978728,127.07170659999998,노원구
949,서울특별시 관악구,구암중학교,37.49276524,126.94860349999999,관악구
950,서울특별시 성동구,경일중학교,37.543346,127.04838400000001,성동구
951,서울특별시 성동구,마장중학교,37.56830886,127.0421258,성동구
952,서울특별시 성북구,개운중학교,37.59462638,127.0248432,성북구
953,서울특별시 광진구,양진중학교,37.54457562,127.09831070000001,광진구
954,서울특별시 강서구,염경중학교,37.55453944,126.87053130000001,강서구
955,서울특별시 도봉구,효문중학교,37.652264,127.01840200000001,도봉구
956,서울특별시 마포구,상암중학교,37.57905674,126.8875517,마포구
957,서울특별시 강서구,수명중학교,37.548803,126.823596,강서구
958,서울특별시 은평구,진관중학교,37.64425726,126.92572890000001,은평구
959,서울특별시 양천구,목운중학교,37.5,126.8,부천시
960,서울특별시 강북구,미양중학교,37.623290999999995,127.012455,강북구
961,서울특별시 서대문구,인왕중학교,37.59272346,126.9517777,서대문구
962,서울특별시 송파구,문현중학교,37.480955,127.127977,송파구
963,서울특별시 강동구,강명중학교,37.55559451,127.17489840000002,강동구
964,서울특별시 강동구,강동중학교,37.56964926,127.1778381,강동구
965,서울특별시 은평구,신도중학교,37.63298366,126.930879,은평구
966,서울특별시 마포구,창천중학교,37.5549751,126.9390619,마포구
967,서울특별시 구로구,천왕중학교,37.48265604,126.8373334,구로구
968,서울특별시 서대문구,가재울중학교,37.57517285,126.9099537,서대문구
969,서울특별시 성북구,길음중학교,37.6140891,127.01745600000001,성북구
970,서울특별시 강서구,마곡중학교,37.56798307,126.8214007,강서구
971,서울특별시 성북구,숭곡중학교,37.60862,127.031324,성북구
972,서울특별시 강남구,세곡중학교,37.4,127.0,의왕시
973,서울특별시 송파구,송례중학교,37.487193,127.132241,송파구
974,서울특별시 서초구,내곡중학교,37.45255,127.054303,서초구
975,서울특별시 강남구,국립국악고등학교,37.4762299,127.0514757,강남구
976,서울특별시 성북구,서울대학교사범대학부설고등학교,37.59472375,127.0381187,성북구
977,서울특별시 금천구,국립전통예술고등학교,37.446354,126.90641399999998,금천구
978,서울특별시 송파구,가락고등학교,37.50107678,127.11642520000001,송파구
979,서울특별시 강동구,강동고등학교,37.549890000000005,127.160702,강동구
980,서울특별시 양천구,강서고등학교,37.5367773,126.86632949999999,양천구
981,서울특별시 강남구,개포고등학교,37.48495876,127.0594054,강남구
982,서울특별시 광진구,건국대학교사범대학부속고등학교,37.5,127.0,서초구
983,서울특별시 강남구,경기고등학교,37.51756598,127.0560739,강남구
984,서울특별시 강남구,경기여자고등학교,37.48688726,127.0655669,강남구
985,서울특별시 성북구,경동고등학교,37.5862,127.014664,성북구
986,서울특별시 동작구,경문고등학교,37.49309576,126.9816993,동작구
987,서울특별시 종로구,경복고등학교,37.5874071,126.97165,종로구
988,서울특별시 강서구,경복여자고등학교,37.55782075,126.85059740000001,강서구
989,서울특별시 마포구,경성고등학교,37.563340999999994,126.91876699999999,마포구
990,서울특별시 종로구,경신고등학교,37.59220353,126.99952900000001,종로구
991,서울특별시 구로구,경인고등학교,37.49599386,126.86543059999998,구로구
992,서울특별시 동대문구,경희고등학교,37.594912,127.05490400000001,동대문구
993,서울특별시 동대문구,경희여자고등학교,37.594927,127.051115,동대문구
994,서울특별시 성북구,계성고등학교,37.6,127.0,성북구
995,서울특별시 성북구,고려대학교사범대학부속고등학교,37.609731,127.001485,성북구
996,서울특별시 구로구,고척고등학교,37.50804857,126.84986880000001,구로구
997,서울특별시 강서구,공항고등학교,37.5690607,126.8062081,강서구
998,서울특별시 영등포구,관악고등학교,37.52179202,126.88292279999999,영등포구
999,서울특별시 광진구,광남고등학교,37.54151337,127.1012125,광진구
1000,서울특별시 강동구,광문고등학교,37.56046136,127.1585483,강동구
1001,서울특별시 마포구,광성고등학교,37.5487993,126.9366973,마포구
1002,서울특별시 관악구,광신고등학교,37.46447593,126.9259388,관악구
1003,서울특별시 광진구,광양고등학교,37.529721,127.08528500000001,광진구
1004,서울특별시 양천구,광영고등학교,37.53719702,126.8232754,양천구
1005,서울특별시 양천구,광영여자고등학교,37.53774,126.82489,양천구
1006,서울특별시 구로구,구로고등학교,37.49884153,126.89030929999998,구로구
1007,서울특별시 구로구,구일고등학교,37.5,126.9,영등포구
1008,서울특별시 강남구,압구정고등학교,37.53117621,127.0330133,강남구
1009,서울특별시 양천구,금옥여자고등학교,37.510928,126.844582,양천구
1010,서울특별시 금천구,금천고등학교,37.445021999999994,126.90569099999999,금천구
1011,서울특별시 관악구,남강고등학교,37.472357,126.92473799999999,관악구
1012,서울특별시 노원구,노원고등학교,37.6628057,127.05329280000001,노원구
1013,서울특별시 강남구,단국대학교사범대학부속고등학교,37.495834,127.056676,강남구
1014,서울특별시 관악구,당곡고등학교,37.491688,126.93463500000001,관악구
1015,서울특별시 동대문구,대광고등학교,37.577939,127.02458600000001,동대문구
1016,서울특별시 은평구,대성고등학교,37.62316997,126.9093611,은평구
1017,서울특별시 종로구,대신고등학교,37.5735255,126.9618728,종로구
1018,서울특별시 영등포구,대영고등학교,37.5,126.9,영등포구
1019,서울특별시 광진구,대원고등학교,37.563177,127.08949399999999,광진구
1020,서울특별시 광진구,대원여자고등학교,37.5624945,127.08943799999999,광진구
1021,서울특별시 강서구,대일고등학교,37.539175,126.862546,강서구
1022,서울특별시 노원구,대진고등학교,37.63780505,127.07609099999999,노원구
1023,서울특별시 노원구,대진여자고등학교,37.64612473,127.06719779999999,노원구
1024,서울특별시 강남구,대진디자인고등학교,37.49042725,127.09597820000002,강남구
1025,서울특별시 종로구,덕성여자고등학교,37.57776127,126.9835578,종로구
1026,서울특별시 강서구,덕원여자고등학교,37.54862294,126.8290243,강서구
1027,서울특별시 금천구,독산고등학교,37.47621836,126.9109408,금천구
1028,서울특별시 동대문구,동국대학교사범대학부속고등학교,37.577479,127.074495,동대문구
1029,서울특별시 서초구,동덕여자고등학교,37.47587683,126.99199579999998,서초구
1030,서울특별시 은평구,동명여자고등학교,37.61447741,126.9250155,은평구
1031,서울특별시 강동구,동북고등학교,37.51971854,127.1412227,강동구
1032,서울특별시 종로구,동성고등학교,37.58497032,127.0030976,종로구
1033,서울특별시 금천구,동일여자고등학교,37.45098,126.91627,금천구
1034,서울특별시 금천구,동일여자상업고등학교,37.451491,126.91738400000001,금천구
1035,서울특별시 동작구,동작고등학교,37.48242773,126.9652308,동작구
1036,서울특별시 강동구,둔촌고등학교,37.53143204,127.1438107,강동구
1037,서울특별시 강서구,마포고등학교,37.55998993,126.8531328,강서구
1038,서울특별시 중랑구,면목고등학교,37.584781,127.096719,중랑구
1039,서울특별시 강서구,명덕고등학교,37.5,126.8,부천시
1040,서울특별시 강서구,명덕여자고등학교,37.553987,126.83430600000001,강서구
1041,서울특별시 광진구,동국대학교사범대학부속여자고등학교,37.543183,127.086964,광진구
1042,서울특별시 강동구,명일여자고등학교,37.54977642,127.14958119999999,강동구
1043,서울특별시 서대문구,명지고등학교,37.58425,126.92738100000001,서대문구
1044,서울특별시 성동구,무학여자고등학교,37.55676803,127.03359950000001,성동구
1045,서울특별시 관악구,서울문영여자고등학교,37.473416,126.951081,관악구
1046,서울특별시 금천구,문일고등학교,37.449124,126.898969,금천구
1047,서울특별시 관악구,미림여자고등학교,37.466758,126.933272,관악구
1048,서울특별시 서초구,반포고등학교,37.50270436,127.01651170000001,서초구
1049,서울특별시 송파구,배명고등학교,37.4988176,127.09570190000001,송파구
1050,서울특별시 용산구,배문고등학교,37.549995,126.964597,용산구
1051,서울특별시 강동구,배재고등학교,37.556089,127.150977,강동구
1052,서울특별시 종로구,배화여자고등학교,37.57837045,126.96691159999999,종로구
1053,서울특별시 양천구,백암고등학교,37.511928000000005,126.8448662,양천구
1054,서울특별시 송파구,보성고등학교,37.5194034,127.135273,송파구
1055,서울특별시 용산구,보성여자고등학교,37.54308019,126.98428510000001,용산구
1056,서울특별시 관악구,삼성고등학교,37.46913853,126.9436684,관악구
1057,서울특별시 노원구,상계고등학교,37.65272604,127.0554547,노원구
1058,서울특별시 종로구,상명대학교사범대학부속여자고등학교,37.603206,126.953875,종로구
1059,서울특별시 노원구,상명고등학교,37.64954799,127.068044,노원구
1060,서울특별시 서초구,상문고등학교,37.47975498,127.00391640000001,서초구
1061,서울특별시 강동구,상일여자고등학교,37.54922,127.16963500000001,강동구
1062,서울특별시 노원구,서라벌고등학교,37.645241799999994,127.0758368,노원구
1063,서울특별시 서초구,서문여자고등학교,37.5,127.0,서초구
1064,서울특별시 서초구,서울고등학교,37.48429243,127.00490249999999,서초구
1065,서울특별시 관악구,서울미술고등학교,37.477056,126.96698300000001,관악구
1066,서울특별시 강남구,서울세종고등학교,37.490297999999996,127.102376,강남구
1067,서울특별시 마포구,서울여자고등학교,37.548077,126.9481861,마포구
1068,서울특별시 송파구,서울체육고등학교,37.5217588,127.13059129999999,송파구
1069,서울특별시 서초구,서초고등학교,37.48961196,127.00537779999999,서초구
1070,서울특별시 성북구,석관고등학교,37.60958821,127.0667165,성북구
1071,서울특별시 도봉구,선덕고등학교,37.65507873,127.0261507,도봉구
1072,서울특별시 은평구,선일여자고등학교,37.61914,126.91287,은평구
1073,서울특별시 은평구,선정고등학교,37.61870442,126.90903130000001,은평구
1074,서울특별시 동작구,성남고등학교,37.506078,126.92621799999999,동작구
1075,서울특별시 중구,성동고등학교,37.56416247,127.02238829999999,중구
1076,서울특별시 관악구,성보고등학교,37.479815,126.919719,관악구
1077,서울특별시 성북구,성신여자고등학교,37.5942881,127.02240640000001,성북구
1078,서울특별시 용산구,성심여자고등학교,37.5343665,126.95372809999999,용산구
1079,서울특별시 서초구,세화고등학교,37.50195197,126.9916176,서초구
1080,서울특별시 서초구,세화여자고등학교,37.502182,126.99328600000001,서초구
1081,서울특별시 중랑구,송곡고등학교,37.60584697,127.1064637,중랑구
1082,서울특별시 중랑구,송곡여자고등학교,37.6,127.1,중랑구
1083,서울특별시 동작구,수도여자고등학교,37.4933845,126.91541399999998,동작구
1084,서울특별시 노원구,수락고등학교,37.6,127.0,성북구
1085,서울특별시 강남구,숙명여자고등학교,37.49147446,127.0526124,강남구
1086,서울특별시 마포구,숭문고등학교,37.55088946,126.9457706,마포구
1087,서울특별시 은평구,숭실고등학교,37.59287316,126.9024048,은평구
1088,서울특별시 동작구,숭의여자고등학교,37.50736234,126.9292442,동작구
1089,서울특별시 용산구,신광여자고등학교,37.54290069,126.9694483,용산구
1090,서울특별시 관악구,신림고등학교,37.4786679,126.9169625,관악구
1091,서울특별시 양천구,신목고등학교,37.512763,126.87361499999999,양천구
1092,서울특별시 강북구,신일고등학교,37.628190000000004,127.02772399999999,강북구
1093,서울특별시 서초구,양재고등학교,37.48242128,127.03207830000001,서초구
1094,서울특별시 양천구,양정고등학교,37.5348671,126.88697759999998,양천구
1095,서울특별시 양천구,양천고등학교,37.508666999999996,126.84573600000002,양천구
1096,서울특별시 양천구,목동고등학교,37.50921453,126.8601996,양천구
1097,서울특별시 서초구,언남고등학교,37.47233011,127.0430034,서초구
1098,서울특별시 영등포구,여의도고등학교,37.52505011,126.93421869999999,영등포구
1099,서울특별시 영등포구,여의도여자고등학교,37.52288819,126.93508940000001,영등포구
1100,서울특별시 노원구,염광고등학교,37.628422,127.04952800000001,노원구
1101,서울특별시 강남구,영동고등학교,37.52138784,127.04373740000001,강남구
1102,서울특별시 송파구,영동일고등학교,37.5100019,127.08986850000001,송파구
1103,서울특별시 동작구,영등포고등학교,37.508441,126.93394599999999,동작구
1104,서울특별시 영등포구,영등포여자고등학교,37.51539016,126.9153554,영등포구
1105,서울특별시 관악구,영락고등학교,37.476283,126.94420600000001,관악구
1106,서울특별시 양천구,서울영상고등학교,37.52330273,126.8602955,양천구
1107,서울특별시 영등포구,영신고등학교,37.49810112,126.9097387,영등포구
1108,서울특별시 노원구,영신여자고등학교,37.652453799999996,127.08327690000002,노원구
1109,서울특별시 강서구,영일고등학교,37.54728582,126.8620613,강서구
1110,서울특별시 송파구,영파여자고등학교,37.5321334,127.11982179999998,송파구
1111,서울특별시 강북구,영훈고등학교,37.613509,127.02778400000001,강북구
1112,서울특별시 은평구,예일여자고등학교,37.6108146,126.91534779999999,은평구
1113,서울특별시 송파구,오금고등학교,37.504251000000004,127.12933100000001,송파구
1114,서울특별시 구로구,오류고등학교,37.500202,126.82823799999998,구로구
1115,서울특별시 용산구,오산고등학교,37.523514399999996,126.9996084,용산구
1116,서울특별시 성북구,용문고등학교,37.5879326,127.0251981,성북구
1117,서울특별시 용산구,용산고등학교,37.54586549,126.98032849999998,용산구
1118,서울특별시 노원구,용화여자고등학교,37.65913246,127.0582791,노원구
1119,서울특별시 구로구,우신고등학교,37.49490131,126.82635149999999,구로구
1120,서울특별시 강남구,은광여자고등학교,37.4,127.0,의왕시
1121,서울특별시 은평구,은평메디텍고등학교,37.635284000000006,126.929185,은평구
1122,서울특별시 중구,이화여자고등학교,37.56569982,126.97055729999998,중구
1123,서울특별시 서대문구,이화여자대학교사범대학부속이화금란고등학교,37.56636584,126.94766100000001,서대문구
1124,서울특별시 서대문구,인창고등학교,37.565414000000004,126.96349199999999,서대문구
1125,서울특별시 관악구,인헌고등학교,37.47230902,126.9704855,관악구
1126,서울특별시 광진구,자양고등학교,37.5357534,127.0729905,광진구
1127,서울특별시 송파구,잠신고등학교,37.51470635,127.0882634,송파구
1128,서울특별시 송파구,잠실고등학교,37.51963111,127.1079429,송파구
1129,서울특별시 송파구,잠실여자고등학교,37.50232329999999,127.11309740000002,송파구
1130,서울특별시 중구,장충고등학교,37.5526811,127.00605800000001,중구
1131,서울특별시 영등포구,장훈고등학교,37.5133437,126.91623090000002,영등포구
1132,서울특별시 노원구,재현고등학교,37.660140999999996,127.079847,노원구
1133,서울특별시 송파구,정신여자고등학교,37.508824,127.071909,송파구
1134,서울특별시 도봉구,정의여자고등학교,37.652905,127.031038,도봉구
1135,서울특별시 용산구,중경고등학교,37.5176813,126.9756393,용산구
1136,서울특별시 강남구,중동고등학교,37.49371459,127.08091110000001,강남구
1137,서울특별시 강남구,중산고등학교,37.48571689,127.0814362,강남구
1138,서울특별시 종로구,중앙고등학교,37.584027299999995,126.9868771,종로구
1139,서울특별시 강남구,중앙대학교사범대학부속고등학교,37.49190717,127.05211059999999,강남구
1140,서울특별시 서대문구,중앙여자고등학교,37.562695500000004,126.95270249999999,서대문구
1141,서울특별시 중랑구,중화고등학교,37.60481298,127.08365409999999,중랑구
1142,서울특별시 양천구,진명여자고등학교,37.524048,126.8658553,양천구
1143,서울특별시 강남구,진선여자고등학교,37.501828,127.046904,강남구
1144,서울특별시 송파구,창덕여자고등학교,37.516241799999996,127.1402751,송파구
1145,서울특별시 도봉구,창동고등학교,37.65103523,127.0388183,도봉구
1146,서울특별시 강북구,창문여자고등학교,37.6,127.0,성북구
1147,서울특별시 강남구,청담고등학교,37.52800121,127.04370060000001,강남구
1148,서울특별시 동대문구,청량고등학교,37.58888754,127.0513131,동대문구
1149,서울특별시 노원구,청원고등학교,37.666697,127.06308100000001,노원구
1150,서울특별시 노원구,청원여자고등학교,37.666140999999996,127.06123600000001,노원구
1151,서울특별시 은평구,충암고등학교,37.584813,126.921298,은평구
1152,서울특별시 중랑구,태릉고등학교,37.61916257,127.0855595,중랑구
1153,서울특별시 강남구,풍문고등학교,37.471327,127.0999477,강남구
1154,서울특별시 양천구,한가람고등학교,37.5374633,126.8840071,양천구
1155,서울특별시 영등포구,한강미디어고등학교,37.53929199,126.8972608,영등포구
1156,서울특별시 강서구,한광고등학교,37.53884398,126.85794009999998,강서구
1157,서울특별시 노원구,한국삼육고등학교,37.64335827,127.10885139999999,노원구
1158,서울특별시 강서구,한서고등학교,37.57479179999999,126.8081443,강서구
1159,서울특별시 서대문구,한성고등학교,37.5598356,126.9545114,서대문구
1160,서울특별시 성북구,한성여자고등학교,37.583201,127.011775,성북구
1161,서울특별시 성동구,한양대학교사범대학부속고등학교,37.56191893,127.042326,성동구
1162,서울특별시 강동구,한영고등학교,37.548915,127.158204,강동구
1163,서울특별시 강남구,현대고등학교,37.5,127.0,서초구
1164,서울특별시 노원구,혜성여자고등학교,37.640785,127.073503,노원구
1165,서울특별시 중랑구,혜원여자고등학교,37.59328087,127.0970432,중랑구
1166,서울특별시 강북구,혜화여자고등학교,37.631237799999994,127.0130453,강북구
1167,서울특별시 성북구,홍익대학교사범대학부속고등학교,37.594336,127.003863,성북구
1168,서울특별시 마포구,홍익대학교사범대학부속여자고등학교,37.560173,126.91268000000001,마포구
1169,서울특별시 강서구,화곡고등학교,37.5480514,126.831698,강서구
1170,서울특별시 중구,환일고등학교,37.55382591,126.96221000000001,중구
1171,서울특별시 동대문구,휘경여자고등학교,37.583533,127.066268,동대문구
1172,서울특별시 강남구,휘문고등학교,37.505109000000004,127.06142,강남구
1173,서울특별시 종로구,서울과학고등학교,37.591557200000004,126.99846880000001,종로구
1174,서울특별시 서대문구,한성과학고등학교,37.57543545,126.952373,서대문구
1175,서울특별시 광진구,대원외국어고등학교,37.563653,127.089124,광진구
1176,서울특별시 성북구,대일외국어고등학교,37.61330387,127.0141757,성북구
1177,서울특별시 강서구,명덕외국어고등학교,37.554066999999996,126.833427,강서구
1178,서울특별시 도봉구,서울외국어고등학교,37.64577944,127.0515108,도봉구
1179,서울특별시 중구,이화여자외국어고등학교,37.56557705,126.9696428,중구
1180,서울특별시 강동구,한영외국어고등학교,37.548158,127.157312,강동구
1181,서울특별시 강남구,서울로봇고등학교,37.48068363,127.08432959999999,강남구
1182,서울특별시 강서구,강서공업고등학교,37.57603355,126.8161831,강서구
1183,서울특별시 노원구,경기기계공업고등학교,37.63224131,127.07492979999999,노원구
1184,서울특별시 노원구,광운전자공업고등학교,37.61924129999999,127.0565444,노원구
1185,서울특별시 강남구,단국공업고등학교,37.49561668,127.0577673,강남구
1186,서울특별시 구로구,덕일전자공업고등학교,37.49098336,126.8387989,구로구
1187,서울특별시 마포구,서울디자인고등학교,37.546690999999996,126.947828,마포구
1188,서울특별시 강서구,동양고등학교,37.56902103,126.84707959999999,강서구
1189,서울특별시 성동구,서울방송고등학교,37.54777313,127.01103549999999,성동구
1190,서울특별시 강동구,상일미디어고등학교,37.5,127.1,송파구
1191,서울특별시 노원구,미래산업과학고등학교,37.658778399999996,127.07844250000001,노원구
1192,서울특별시 동작구,서울공업고등학교,37.50190153,126.9223643,동작구
1193,서울특별시 용산구,서울디지텍고등학교,37.538968700000005,126.99061770000002,용산구
1194,서울특별시 성북구,서울도시과학기술고등학교,37.60781127,127.0330426,성북구
1195,서울특별시 중구,성동공업고등학교,37.56936387,127.0172825,중구
1196,서울특별시 성동구,성수공업고등학교,37.54054009,127.0512981,성동구
1197,서울특별시 송파구,송파공업고등학교,37.491476,127.142528,송파구
1198,서울특별시 강남구,수도전기공업고등학교,37.48493808,127.0644798,강남구
1199,서울특별시 은평구,신진과학기술고등학교,37.59871321,126.91883490000002,은평구
1200,서울특별시 강서구,영등포공업고등학교,37.56983571,126.8500301,강서구
1201,서울특별시 용산구,용산공업고등학교,37.52434312,126.9673563,용산구
1202,서울특별시 구로구,유한공업고등학교,37.488282,126.82396399999999,구로구
1203,서울특별시 노원구,서울아이티고등학교,37.64241889,127.0624493,노원구
1204,서울특별시 노원구,인덕공업고등학교,37.631885,127.055742,노원구
1205,서울특별시 중구,한양공업고등학교,37.56587232,127.0114457,중구
1206,서울특별시 동대문구,휘경공업고등학교,37.58522006,127.06972900000001,동대문구
1207,서울특별시 종로구,경기상업고등학교,37.58925,126.9697,종로구
1208,서울특별시 중구,경기여자상업고등학교,37.55729791,126.9667217,중구
1209,서울특별시 성북구,동구마케팅고등학교,37.59313220000001,127.0067429,성북구
1210,서울특별시 강동구,서울컨벤션고등학교,37.5,127.1,송파구
1211,서울특별시 관악구,서울여자상업고등학교,37.472732,126.950557,관악구
1212,서울특별시 은평구,선일이비즈니스고등학교,37.620336,126.912002,은평구
1213,서울특별시 강동구,성덕고등학교,37.6,127.1,중랑구
1214,서울특별시 강서구,신정여자상업고등학교,37.538583,126.856999,강서구
1215,서울특별시 관악구,영락유헬스고등학교,37.476564,126.944783,관악구
1216,서울특별시 송파구,일신여자상업고등학교,37.50197244,127.11452659999998,송파구
1217,서울특별시 동대문구,정화여자상업고등학교,37.58578854,127.04103070000001,동대문구
1218,서울특별시 동대문구,해성국제컨벤션고등학교,37.581757,127.05723700000001,동대문구
1219,서울특별시 마포구,홍익디자인고등학교,37.562686,126.91972,마포구
1220,서울특별시 은평구,선정국제관광고등학교,37.618819,126.908452,은평구
1221,서울특별시 중구,성동글로벌경영고등학교,37.56585408,127.01352379999999,중구
1222,서울특별시 도봉구,세그루패션디자인고등학교,37.655556,127.026449,도봉구
1223,서울특별시 노원구,영신간호비즈니스고등학교,37.652453799999996,127.08327690000002,노원구
1224,서울특별시 은평구,예일디자인고등학교,37.609594,126.915797,은평구
1225,서울특별시 강서구,덕원예술고등학교,37.549372,126.828448,강서구
1226,서울특별시 종로구,서울예술고등학교,37.60575727,126.96789150000001,종로구
1227,서울특별시 광진구,선화예술고등학교,37.549994,127.087558,광진구
1228,서울특별시 강서구,경복비즈니스고등학교,37.55810444,126.85265220000001,강서구
1229,서울특별시 성북구,고명경영고등학교,37.59732,127.02018999999999,성북구
1230,서울특별시 관악구,서울관광고등학교,37.488222,126.943542,관악구
1231,서울특별시 관악구,광신정보산업고등학교,37.465719,126.924699,관악구
1232,서울특별시 구로구,예림디자인고등학교,37.5001,126.827378,구로구
1233,서울특별시 중구,대경상업고등학교,37.55669583,127.0175331,중구
1234,서울특별시 종로구,대동세무고등학교,37.58158201,126.98794960000001,종로구
1235,서울특별시 성북구,대일관광고등학교,37.61395633,127.0129255,성북구
1236,서울특별시 성동구,덕수고등학교,37.55526278,127.04114070000001,성동구
1237,서울특별시 도봉구,서울문화고등학교,37.66413242,127.0472847,도봉구
1238,서울특별시 은평구,동명여자정보산업고등학교,37.61421,126.92306799999999,은평구
1239,서울특별시 관악구,미림여자정보과학고등학교,37.466336,126.932907,관악구
1240,서울특별시 송파구,보인고등학교,37.49737639999999,127.1383831,송파구
1241,서울특별시 구로구,서서울생활과학고등학교,37.503440000000005,126.827752,구로구
1242,서울특별시 양천구,서울금융고등학교,37.53761857,126.82562340000001,양천구
1243,서울특별시 종로구,서일국제경영고등학교,37.5793799,127.01279270000002,종로구
1244,서울특별시 강북구,성암국제무역고등학교,37.620895000000004,127.02468200000001,강북구
1245,서울특별시 강서구,서울항공비즈니스고등학교,37.56921616,126.81704199999999,강서구
1246,서울특별시 중랑구,송곡관광고등학교,37.606334000000004,127.10543999999999,중랑구
1247,서울특별시 노원구,염광여자메디텍고등학교,37.629901000000004,127.04856200000002,노원구
1248,서울특별시 중랑구,이화여자대학교병설미디어고등학교,37.60313060000001,127.10533190000001,중랑구
1249,서울특별시 노원구,동산정보산업고등학교,37.6302021,127.07506000000001,노원구
1250,서울특별시 강서구,화곡보건경영고등학교,37.549040999999995,126.832793,강서구
1251,서울특별시 중구,리라아트고등학교,37.5571299,126.98822450000002,중구
1252,서울특별시 서초구,서울전자고등학교,37.46972083,126.98836100000001,서초구
1253,서울특별시 용산구,선린인터넷고등학교,37.54297557,126.9664882,용산구
1254,서울특별시 은평구,세명컴퓨터고등학교,37.62777125,126.92324860000001,은평구
1255,서울특별시 마포구,한세사이버보안고등학교,37.552009000000005,126.952001,마포구
1256,서울특별시 도봉구,누원고등학교,37.68556743,127.04993300000001,도봉구
1257,서울특별시 송파구,방산고등학교,37.508399700000005,127.12047199999999,송파구
1258,서울특별시 중랑구,신현고등학교,37.60524932,127.09295,중랑구
1259,서울특별시 도봉구,자운고등학교,37.65904587,127.05069040000001,도봉구
1260,서울특별시 도봉구,도봉고등학교,37.686756,127.04257820000001,도봉구
1261,서울특별시 강서구,등촌고등학교,37.56294567,126.8450457,강서구
1262,서울특별시 성동구,경일고등학교,37.54382838,127.04786940000001,성동구
1263,서울특별시 영등포구,선유고등학교,37.5339205,126.89487220000001,영등포구
1264,서울특별시 노원구,월계고등학교,37.63173247,127.0487142,노원구
1265,서울특별시 노원구,불암고등학교,37.64915826,127.0803044,노원구
1266,서울특별시 강서구,세현고등학교,37.56,126.86,강서구
1267,서울특별시 양천구,신서고등학교,37.5,126.8,부천시
1268,서울특별시 도봉구,효문고등학교,37.65269799,127.01839879999999,도봉구
1269,서울특별시 중랑구,원묵고등학교,37.615505999999996,127.08620400000001,중랑구
1270,서울특별시 마포구,상암고등학교,37.58134123,126.8833956,마포구
1271,서울특별시 종로구,서울국제고등학교,37.59179259,126.99548899999999,종로구
1272,서울특별시 송파구,문정고등학교,37.48517967,127.1266941,송파구
1273,서울특별시 구로구,세종과학고등학교,37.4,126.8,시흥시
1274,서울특별시 구로구,구현고등학교,37.50228196,126.874417,구로구
1275,서울특별시 강북구,삼각산고등학교,37.61628709,127.02010690000002,강북구
1276,서울특별시 구로구,신도림고등학교,37.5,126.8,부천시
1277,서울특별시 강동구,강일고등학교,37.56382873,127.1779057,강동구
1278,서울특별시 성동구,성수고등학교,37.54734217,127.038253,성동구
1279,서울특별시 송파구,문현고등학교,37.48131391,127.12876340000001,송파구
1280,서울특별시 은평구,진관고등학교,37.643542,126.924448,은평구
1281,서울특별시 관악구,구암고등학교,37.4,126.9,안양시 만안구
1282,서울특별시 은평구,신도고등학교,37.62913413,126.91874750000001,은평구
1283,서울특별시 동대문구,해성여자고등학교,37.580759,127.05715500000001,동대문구
1284,서울특별시 강북구,미양고등학교,37.62402,127.01210900000001,강북구
1285,서울특별시 강동구,선사고등학교,37.556548,127.135694,강동구
1286,서울특별시 송파구,잠일고등학교,37.51451947,127.0825533,송파구
1287,서울특별시 동대문구,휘봉고등학교,37.586508200000004,127.0689973,동대문구
1288,서울특별시 강서구,수명고등학교,37.54975914,126.8247531,강서구
1289,서울특별시 은평구,은평고등학교,37.609211,126.906042,은평구
1290,서울특별시 구로구,서울공연예술고등학교,37.50008507,126.8321523,구로구
1291,서울특별시 서대문구,가재울고등학교,37.574296999999994,126.909499,서대문구
1292,서울특별시 은평구,하나고등학교,37.64163651,126.93693049999999,은평구
1293,서울특별시 성동구,금호고등학교,37.33,127.1,용인시 수지구
1294,서울특별시 성동구,도선고등학교,37.567130999999996,127.02680900000001,성동구
1295,서울특별시 종로구,서울농학교,37.58564378,126.96877420000001,종로구
1296,서울특별시 마포구,한국우진학교,37.57155,126.9032875,마포구
1297,서울특별시 종로구,서울맹학교,37.58477134,126.9677601,종로구
1298,서울특별시 송파구,광성하늘빛학교,37.53738132,127.12223390000001,송파구
1299,서울특별시 동작구,누리학교,37.50000838,126.92637409999999,동작구
1300,서울특별시 강서구,교남학교,37.54796965,126.8523507,강서구
1301,서울특별시 서초구,다니엘학교,37.46016345,127.09231799999999,서초구
1302,서울특별시 강남구,밀알학교,37.48591,127.08221,강남구
1303,서울특별시 관악구,새롬학교,37.49316856,126.92737140000001,관악구
