행정동,구,공원개수,공원개수_w,문화시설개수,문화시설개수_w,한강공원개수,한강공원개수_w,체육시설개수,체육시설개수_w,보행자도로개수,보행자도로개수_w,초중고,초중고_w,관광명소개수,관광명소개수_w,지하철개수,지하철개수_w,호텔개수,호텔개수_w,대학교개수,대학교개수_w,총합,가중치총합,인구수비율,SCORE,랭크
정릉1동,성북구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,1,0.001162791,1,0.000135593,,0,,0,4,0.001474676,0.001623697,0.004009723,157
오류1동,구로구,1,0.000422535,2,0.000337224,,0,,0,2,0.000639269,1,0.00000768,,0,,0,1,0.00003876,,0,7,0.001445468,0.001636245,0.003975012,158
방학3동,도봉구,,0,,0,,0,,0,,0,3,0.000023041,1,0.001162791,,0,,0,,0,4,0.001185832,0.002047756,0.003966432,159
신길3동,영등포구,,0,,0,,0,,0,5,0.001598174,1,0.00000768,,0,,0,,0,,0,6,0.001605854,0.001363583,0.003961855,160
번3동,강북구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,1,0.001162791,,0,,0,,0,5,0.001515376,0.001495197,0.003947075,161
구로2동,구로구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,4,0.000352585,0.003367559,0.003938042,162
장안1동,동대문구,,0,2,0.000337224,,0,,0,,0,3,0.000023041,,0,,0,3,0.000116279,,0,8,0.000476544,0.003154339,0.003925387,163
구의3동,광진구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,,0,1,0.000135593,1,0.00003876,,0,6,0.000526938,0.003069894,0.00392248,164
석관동,성북구,1,0.000422535,,0,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,1,0.000172414,6,0.000753583,0.00266516,0.003884457,165
등촌3동,강서구,,0,1,0.000168612,,0,,0,,0,10,0.000076805,,0,1,0.000135593,1,0.00003876,,0,13,0.00041977,0.003196104,0.003875292,166
불광2동,은평구,1,0.000422535,,0,,0,,0,2,0.000639269,7,0.000053763,,0,,0,,0,,0,10,0.001115567,0.002060945,0.003865932,167
월곡2동,성북구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,,0,2,0.000271186,,0,1,0.000172414,7,0.000796185,0.002557451,0.003845678,168
이태원2동,용산구,,0,3,0.000505837,,0,,0,,0,1,0.00000768,1,0.001162791,,0,,0,,0,5,0.001676308,0.001127282,0.003839548,169
평창동,종로구,,0,7,0.001180285,,0,,0,,0,1,0.00000768,,0,,0,1,0.00003876,,0,9,0.001226725,0.001850472,0.003835313,170
강일동,강동구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,5,0.000199334,0.003493586,0.003816108,171
장지동,송파구,1,0.000422535,,0,,0,,0,,0,7,0.000053763,,0,,0,,0,,0,8,0.000476298,0.003030144,0.003800794,172
화곡6동,강서구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,,0,,0,4,0.000155039,2,0.000344828,10,0.000852452,0.002420616,0.003799883,173
사근동,성동구,,0,1,0.000168612,,0,,0,,0,5,0.000038402,,0,2,0.000271186,,0,2,0.000344828,10,0.000823028,0.00246522,0.003796879,174
방이2동,송파구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,1,0.000135593,1,0.00003876,,0,4,0.000350645,0.003224771,0.003792115,175
가락1동,송파구,,0,1,0.000168612,,0,,0,,0,,0,1,0.001162791,2,0.000271186,,0,,0,4,0.001602589,0.00119863,0.003791619,176
도봉1동,도봉구,,0,,0,,0,,0,,0,5,0.000038402,1,0.001162791,,0,,0,,0,6,0.001201193,0.001841496,0.003785026,177
월계2동,노원구,,0,1,0.000168612,,0,,0,2,0.000639269,9,0.000069124,,0,1,0.000135593,,0,1,0.000172414,14,0.001185012,0.001856151,0.0037735,178
풍납2동,송파구,,0,,0,,0,,0,,0,6,0.000046083,,0,,0,,0,,0,6,0.000046083,0.003685557,0.003760119,179
삼양동,강북구,1,0.000422535,1,0.000168612,,0,,0,,0,5,0.000038402,,0,2,0.000271186,,0,,0,9,0.000900735,0.002299627,0.003757016,180
도곡1동,강남구,1,0.000422535,1,0.000168612,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,5,0.000742101,0.002494712,0.003695431,181
대치4동,강남구,,0,2,0.000337224,,0,,0,,0,1,0.00000768,,0,,0,2,0.000077519,,0,5,0.000422423,0.003007887,0.003691367,182
방화2동,강서구,,0,,0,,0,,0,,0,3,0.000023041,,0,3,0.00040678,1,0.00003876,,0,7,0.000468581,0.002908513,0.003666677,183
삼선동,성북구,,0,,0,,0,,0,,0,5,0.000038402,,0,2,0.000271186,,0,1,0.000172414,8,0.000482002,0.002866748,0.003646627,184
일원본동,강남구,1,0.000422535,2,0.000337224,,0,,0,,0,5,0.000038402,,0,1,0.000135593,,0,,0,9,0.000933754,0.002127072,0.003637886,185
원효로2동,용산구,,0,2,0.000337224,,0,,0,,0,3,0.000023041,1,0.001162791,,0,,0,,0,6,0.001523056,0.001159339,0.003623644,186
창1동,도봉구,1,0.000422535,2,0.000337224,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,7,0.000790481,0.002293307,0.003572305,187
가락본동,송파구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,2,0.000077519,,0,6,0.000108241,0.003390365,0.003565499,188
안암동,성북구,,0,1,0.000168612,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,1,0.000172414,6,0.00049966,0.002753635,0.003562085,189
화곡본동,강서구,1,0.000422535,1,0.000168612,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,4,0.000606508,0.002535195,0.003516525,190
아현동,마포구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,2,0.000271186,1,0.00003876,,0,8,0.00050928,0.002647208,0.003471223,191
천호1동,강동구,,0,2,0.000337224,,0,,0,,0,4,0.000030722,,0,1,0.000135593,,0,,0,7,0.000503539,0.002646109,0.003460835,192
묵1동,중랑구,,0,2,0.000337224,,0,,0,,0,5,0.000038402,,0,1,0.000135593,,0,,0,8,0.000511219,0.002626234,0.003453386,193
하계1동,노원구,,0,,0,,0,,0,,0,8,0.000061444,,0,1,0.000135593,,0,1,0.000172414,10,0.000369451,0.002824526,0.003422298,194
중곡4동,광진구,1,0.000422535,,0,,0,,0,,0,6,0.000046083,,0,,0,,0,,0,7,0.000468618,0.002648399,0.003406623,195
방화1동,강서구,,0,,0,,0,,0,,0,5,0.000038402,,0,1,0.000135593,,0,,0,6,0.000173995,0.003087204,0.003368728,196
신사1동,은평구,1,0.000422535,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,1,0.000172414,4,0.000738222,0.002167646,0.003362089,197
대림3동,영등포구,,0,1,0.000168612,,0,,0,,0,18,0.000138249,,0,1,0.000135593,,0,,0,20,0.000442454,0.002641988,0.003357879,198
숭인2동,종로구,,0,2,0.000337224,,0,,0,2,0.000639269,3,0.000023041,,0,1,0.000135593,1,0.00003876,,0,9,0.001173887,0.00144464,0.003343989,199
인수동,강북구,,0,2,0.000337224,,0,,0,,0,3,0.000023041,,0,,0,1,0.00003876,,0,6,0.000399025,0.002695842,0.003341464,200
신월5동,양천구,,0,,0,,0,,0,4,0.001278539,3,0.000023041,,0,,0,1,0.00003876,,0,8,0.00134034,0.001171978,0.003340648,201
길음1동,성북구,,0,,0,,0,,0,,0,4,0.000030722,,0,1,0.000135593,,0,,0,5,0.000166315,0.003054232,0.00332333,202
조원동,관악구,,0,,0,,0,,0,2,0.000639269,1,0.00000768,,0,,0,,0,,0,3,0.000646949,0.002266105,0.003312868,203
천호3동,강동구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000176292,0.003008162,0.003293402,204
북가좌1동,서대문구,,0,,0,,0,,0,,0,3,0.000023041,1,0.001162791,,0,,0,,0,4,0.001185832,0.001356531,0.003275207,205
구산동,은평구,,0,2,0.000337224,,0,,0,,0,10,0.000076805,,0,,0,,0,,0,12,0.000414029,0.002552413,0.003222312,206
청룡동,관악구,,0,,0,,0,,0,,0,9,0.000069124,,0,,0,,0,,0,9,0.000069124,0.003099752,0.003211595,207
내곡동,서초구,,0,3,0.000505837,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,6,0.000656791,0.002148321,0.003211009,208
송천동,강북구,,0,1,0.000168612,,0,,0,,0,6,0.000046083,,0,1,0.000135593,,0,,0,8,0.000350288,0.002633745,0.003200511,209
방배3동,서초구,1,0.000422535,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,1,0.000172414,4,0.000738222,0.002002602,0.003197045,210
성내1동,강동구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,5,0.000488178,0.002405046,0.003194918,211
가락2동,송파구,,0,,0,,0,,0,,0,3,0.000023041,,0,2,0.000271186,,0,,0,5,0.000294227,0.002717183,0.003193242,212
마천2동,송파구,1,0.000422535,,0,,0,,0,2,0.000639269,1,0.00000768,,0,,0,,0,,0,4,0.001069484,0.001458744,0.003189169,213
성내3동,강동구,,0,1,0.000168612,,0,,0,,0,,0,,0,1,0.000135593,1,0.00003876,,0,3,0.000342965,0.002618358,0.003173275,214
옥수동,성동구,,0,,0,,0,,0,,0,4,0.000030722,,0,1,0.000135593,,0,,0,5,0.000166315,0.002902468,0.003171566,215
도봉2동,도봉구,,0,3,0.000505837,,0,,0,,0,3,0.000023041,,0,2,0.000271186,,0,,0,8,0.000800064,0.001858624,0.003153128,216
인헌동,관악구,,0,,0,,0,,0,2,0.000639269,2,0.000015361,,0,,0,,0,,0,4,0.00065463,0.002089612,0.003148803,217
성내2동,강동구,,0,,0,,0,,0,,0,,0,,0,2,0.000271186,1,0.00003876,,0,3,0.000309946,0.002642537,0.00314403,218
월계1동,노원구,,0,1,0.000168612,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,1,0.000172414,6,0.00049966,0.002319685,0.003128135,219
상일동,강동구,1,0.000422535,1,0.000168612,,0,,0,,0,8,0.000061444,,0,1,0.000135593,,0,,0,11,0.000788184,0.001836917,0.003112199,220
마장동,성동구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,1,0.000135593,,0,,0,6,0.000334927,0.002554245,0.003096157,221
신내1동,중랑구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.003059086,0.00308394,222
성현동,관악구,,0,,0,,0,,0,1,0.000319635,2,0.000015361,,0,,0,,0,,0,3,0.000334996,0.002534462,0.003076486,223
개포2동,강남구,,0,3,0.000505837,,0,,0,,0,6,0.000046083,,0,3,0.00040678,,0,,0,12,0.0009587,0.001524414,0.003075591,224
용문동,용산구,,0,1,0.000168612,,0,,0,,0,,0,1,0.001162791,,0,,0,,0,2,0.001331403,0.000912322,0.003066532,225
미아동,강북구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,2,0.000344828,6,0.000503462,0.002225622,0.003040224,226
수유3동,강북구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000176292,0.002740813,0.003026053,227
고척2동,구로구,1,0.000422535,2,0.000337224,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,7,0.000790481,0.001717576,0.002996574,228
군자동,광진구,,0,3,0.000505837,,0,,0,,0,2,0.000015361,,0,,0,1,0.00003876,1,0.000172414,7,0.000732372,0.00180999,0.002994968,229
쌍문1동,도봉구,,0,3,0.000505837,,0,,0,,0,4,0.000030722,,0,,0,,0,1,0.000172414,8,0.000708973,0.001840764,0.002987882,230
용답동,성동구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,3,0.00040678,1,0.00003876,,0,6,0.000621832,0.001965783,0.002971907,231
이촌2동,용산구,,0,1,0.000168612,,0,,0,,0,,0,1,0.001162791,,0,,0,,0,2,0.001331403,0.000811299,0.002965509,232
영등포본동,영등포구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,1,0.000135593,,0,,0,6,0.000334927,0.002409351,0.002951263,233
용강동,마포구,1,0.000422535,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000430215,0.002240552,0.00293664,234
위례동,송파구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.002910894,0.002935748,235
원효로1동,용산구,,0,5,0.000843061,,0,,0,,0,,0,,0,,0,,0,,0,5,0.000843061,0.001566454,0.002930527,236
장안2동,동대문구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,2,0.000077519,,0,5,0.00010056,0.002767099,0.002929805,237
대림2동,영등포구,,0,,0,,0,,0,3,0.000958904,2,0.000015361,,0,,0,,0,,0,5,0.000974265,0.001346456,0.002922817,238
당산1동,영등포구,,0,2,0.000337224,,0,,0,,0,,0,,0,1,0.000135593,,0,,0,3,0.000472817,0.00214136,0.002906378,239
을지로동,중구,,0,2,0.000337224,,0,,0,,0,1,0.00000768,,0,2,0.000271186,4,0.000155039,,0,9,0.000771129,0.00165612,0.002903807,240
월곡1동,성북구,1,0.000422535,1,0.000168612,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,6,0.000621869,0.001882895,0.002889079,241
전농2동,동대문구,1,0.000422535,1,0.000168612,,0,,0,,0,8,0.000061444,,0,,0,,0,1,0.000172414,11,0.000825005,0.001546487,0.002881345,242
돈암1동,성북구,2,0.00084507,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,6,0.000875792,0.001457096,0.002874127,243
신정6동,양천구,,0,4,0.000674449,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,6,0.00068981,0.001754578,0.002870691,244
상계5동,노원구,,0,,0,,0,,0,1,0.000319635,1,0.00000768,,0,1,0.000135593,,0,,0,3,0.000462908,0.002118921,0.002867906,245
상봉2동,중랑구,,0,1,0.000168612,,0,,0,,0,,0,,0,,0,2,0.000077519,,0,3,0.000246131,0.002467052,0.002865292,246
약수동,중구,1,0.000422535,1,0.000168612,,0,,0,,0,,0,,0,2,0.000271186,,0,,0,4,0.000862333,0.001462591,0.002857846,247
홍제1동,서대문구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,1,0.000172414,3,0.000187775,0.002553421,0.002857241,248
수서동,강남구,,0,1,0.000168612,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,,0,5,0.000327246,0.002327103,0.002856587,249
미성동,관악구,,0,2,0.000337224,,0,,0,,0,8,0.000061444,,0,,0,,0,,0,10,0.000398668,0.00221106,0.002856105,250
암사1동,강동구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000176292,0.002557542,0.002842782,251
창5동,도봉구,,0,2,0.000337224,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,5,0.000360265,0.002255847,0.002838756,252
방학1동,도봉구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,,0,4,0.000158634,0.002572197,0.002828867,253
자양1동,광진구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000176292,0.00254124,0.00282648,254
삼전동,송파구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.002786699,0.002823979,255
명일1동,강동구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,2,0.000143273,0.00256432,0.002796136,256
상도4동,동작구,1,0.000422535,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,4,0.000445576,0.002069737,0.002790679,257
은천동,관악구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,3,0.000150954,0.002546002,0.002790246,258
개봉3동,구로구,,0,1,0.000168612,,0,,0,2,0.000639269,4,0.000030722,,0,,0,,0,,0,7,0.000838603,0.001425589,0.002782449,259
동선동,성북구,,0,,0,,0,,0,,0,6,0.000046083,,0,,0,2,0.000077519,,0,8,0.000123602,0.002572838,0.002772826,260
무악동,종로구,,0,,0,,0,,0,,0,1,0.00000768,1,0.001162791,1,0.000135593,,0,,0,3,0.001306064,0.000656146,0.002769358,261
상계9동,노원구,,0,,0,,0,,0,1,0.000319635,5,0.000038402,,0,1,0.000135593,,0,,0,7,0.00049363,0.001966882,0.002765575,262
등촌1동,강서구,1,0.000422535,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,1,0.00003876,,0,4,0.000604568,0.001784711,0.002762902,263
상봉1동,중랑구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,2,0.000271186,,0,,0,7,0.00047052,0.001999855,0.002761156,264
회기동,동대문구,,0,1,0.000168612,,0,,0,,0,5,0.000038402,,0,,0,,0,1,0.000172414,7,0.000379428,0.002142917,0.002756832,265
상도2동,동작구,,0,1,0.000168612,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,4,0.000319566,0.002222692,0.00273975,266
남현동,관악구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,3,0.000311885,0.00223414,0.00273877,267
중계4동,노원구,,0,1,0.000168612,,0,,0,1,0.000319635,6,0.000046083,,0,,0,,0,,0,8,0.00053433,0.001865218,0.002729764,268
성수2가3동,성동구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,1,0.00003876,,0,3,0.000182033,0.002409717,0.002704246,269
우이동,강북구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,3,0.00040678,,0,,0,5,0.000583072,0.001757601,0.002701011,270
북아현동,서대문구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.0026571,0.00269438,271
독산4동,금천구,,0,2,0.000337224,,0,,0,2,0.000639269,1,0.00000768,,0,,0,1,0.00003876,,0,6,0.001022933,0.001034777,0.002689883,272
후암동,용산구,,0,5,0.000843061,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,7,0.000858422,0.001295807,0.002684734,273
고척1동,구로구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,,0,1,0.000172414,6,0.000210816,0.002339926,0.002681026,274
대치1동,강남구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,5,0.000199334,0.002351375,0.002673897,275
신대방1동,동작구,,0,,0,,0,,0,2,0.000639269,2,0.000015361,,0,,0,,0,,0,4,0.00065463,0.001608859,0.00266805,276
응암3동,은평구,,0,1,0.000168612,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,6,0.000207014,0.002322432,0.002657381,277
면목3.8동,중랑구,,0,,0,,0,,0,,0,4,0.000030722,,0,1,0.000135593,,0,1,0.000172414,6,0.000338729,0.002100237,0.002648301,278
중화2동,중랑구,,0,,0,,0,,0,,0,,0,,0,1,0.000135593,,0,,0,1,0.000135593,0.002425379,0.002644768,279
사당3동,동작구,1,0.000422535,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,1,0.000172414,4,0.00061031,0.001645678,0.00263316,280
사당1동,동작구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,1,0.00003876,,0,3,0.000054121,0.002513488,0.002601056,281
송파1동,송파구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.002578883,0.002591309,282
신사2동,은평구,1,0.000422535,,0,,0,,0,,0,5,0.000038402,,0,1,0.000135593,,0,,0,7,0.00059653,0.001620949,0.002586135,283
독산3동,금천구,,0,2,0.000337224,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,6,0.000367946,0.001957082,0.002552419,284
응암1동,은평구,,0,1,0.000168612,,0,,0,,0,3,0.000023041,,0,,0,1,0.00003876,,0,5,0.000230413,0.002178912,0.00255172,285
월계3동,노원구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722,0.002497368,0.002547076,286
황학동,중구,,0,1,0.000168612,,0,,0,2,0.000639269,,0,,0,,0,,0,,0,3,0.000807881,0.001229221,0.002536372,287
시흥5동,금천구,,0,1,0.000168612,,0,,0,2,0.000639269,2,0.000015361,,0,,0,,0,,0,5,0.000823242,0.001167215,0.002499221,288
등촌2동,강서구,,0,3,0.000505837,,0,,0,,0,6,0.000046083,,0,,0,1,0.00003876,,0,10,0.00059068,0.001537603,0.002493323,289
방배4동,서초구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.002452123,0.002476977,290
도화동,마포구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,1,0.00003876,,0,3,0.000182033,0.002140444,0.002434973,291
양평1동,영등포구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,4,0.000155039,,0,7,0.000305993,0.001931804,0.002426901,292
왕십리도선동,성동구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,3,0.000116279,,0,5,0.00013164,0.002186056,0.00239905,293
창2동,도봉구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.002379401,0.002391827,294
정릉3동,성북구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,,0,,0,1,0.000172414,6,0.000371748,0.001787917,0.002389405,295
수유1동,강북구,,0,1,0.000168612,,0,,0,,0,7,0.000053763,,0,1,0.000135593,,0,,0,9,0.000357968,0.001804861,0.002384053,296
번2동,강북구,1,0.000422535,2,0.000337224,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,4,0.000767439,0.001137998,0.002379714,297
휘경2동,동대문구,,0,,0,,0,,0,,0,7,0.000053763,,0,,0,,0,1,0.000172414,8,0.000226177,0.00198694,0.002352894,298
정릉4동,성북구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,1,0.000172414,4,0.000323368,0.001803212,0.002326421,299
신내2동,중랑구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,1,0.000135593,,0,,0,6,0.000334927,0.001751922,0.002293834,300
방배1동,서초구,,0,,0,,0,,0,,0,,0,,0,1,0.000135593,,0,,0,1,0.000135593,0.002068821,0.00228821,301
번1동,강북구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,1,0.00003876,,0,4,0.000189714,0.001977049,0.002284006,302
삼각산동,강북구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.00222489,0.00226217,303
수유2동,강북구,,0,,0,,0,,0,,0,,0,,0,1,0.000135593,1,0.00003876,,0,2,0.000174353,0.001974393,0.002256496,304
고덕1동,강동구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,5,0.000038402,0.002191551,0.002253685,305
중계본동,노원구,,0,1,0.000168612,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,6,0.000207014,0.001918615,0.002253564,306
상계3.4동,노원구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,3,0.000150954,0.002008647,0.002252891,307
금호1가동,성동구,,0,2,0.000337224,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,4,0.000480497,0.001469186,0.00224663,308
구로4동,구로구,,0,2,0.000337224,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,4,0.000352585,0.001670407,0.00224089,309
성수1가2동,성동구,,0,,0,,0,,0,,0,,0,,0,1,0.000135593,,0,,0,1,0.000135593,0.002000221,0.00221961,310
이문2동,동대문구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,3,0.000311885,0.001713546,0.002218176,311
금호2.3가동,성동구,,0,,0,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,1,0.00000768,0.002197413,0.002209839,312
삼성동,관악구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,,0,,0,5,0.000038402,0.002133758,0.002195892,313
일원2동,강남구,,0,2,0.000337224,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,4,0.000480497,0.001410935,0.002188379,314
목3동,양천구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,2,0.000143273,0.001954335,0.002186151,315
신월7동,양천구,,0,1,0.000168612,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,3,0.000183973,0.0018774,0.002175068,316
답십리1동,동대문구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.002106648,0.002143928,317
문정1동,송파구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.002112418,0.002137272,318
보문동,성북구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,1,0.00003876,,0,4,0.000189714,0.001828491,0.002135448,319
남가좌2동,서대문구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,1,0.000172414,3,0.000187775,0.001830231,0.002134051,320
쌍문4동,도봉구,1,0.000422535,,0,,0,,0,,0,7,0.000053763,,0,,0,,0,,0,8,0.000476298,0.001356897,0.002127547,321
고덕2동,강동구,1,0.000422535,2,0.000337224,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,7,0.000790481,0.000802232,0.00208123,322
보라매동,관악구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.002032002,0.002069282,323
개포4동,강남구,,0,1,0.000168612,,0,,0,,0,3,0.000023041,,0,,0,1,0.00003876,,0,5,0.000230413,0.001691015,0.002063823,324
송파2동,송파구,,0,1,0.000168612,,0,,0,,0,6,0.000046083,,0,,0,,0,,0,7,0.000214695,0.001715103,0.00206248,325
면목2동,중랑구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.002027423,0.002052277,326
신길6동,영등포구,,0,,0,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,2,0.000143273,0.001817958,0.002049774,327
중곡3동,광진구,,0,1,0.000168612,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,4,0.000319566,0.001499776,0.002016834,328
성산1동,마포구,,0,,0,,0,,0,,0,5,0.000038402,,0,,0,1,0.00003876,,0,6,0.000077162,0.001885734,0.002010582,329
도림동,영등포구,,0,,0,,0,,0,1,0.000319635,,0,,0,,0,,0,,0,1,0.000319635,0.001470926,0.001988095,330
면목7동,중랑구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,,0,,0,,0,2,0.000176292,0.001702464,0.001987704,331
명일2동,강동구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,,0,4,0.000158634,0.001729483,0.001986153,332
남가좌1동,서대문구,,0,1,0.000168612,,0,,0,,0,1,0.00000768,,0,1,0.000135593,,0,,0,3,0.000311885,0.001477887,0.001982517,333
신길1동,영등포구,,0,,0,,0,,0,,0,2,0.000015361,,0,1,0.000135593,,0,,0,3,0.000150954,0.001730215,0.001974459,334
상계10동,노원구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,5,0.000199334,0.001632215,0.001954737,335
행당2동,성동구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,,0,4,0.000158634,0.001642473,0.001899143,336
난곡동,관악구,,0,,0,,0,,0,,0,3,0.000023041,,0,,0,,0,,0,3,0.000023041,0.001861555,0.001898835,337
휘경1동,동대문구,,0,,0,,0,,0,,0,,0,,0,1,0.000135593,1,0.00003876,,0,2,0.000174353,0.001613164,0.001895267,338
홍제3동,서대문구,,0,,0,,0,,0,,0,3,0.000023041,,0,1,0.000135593,,0,,0,4,0.000158634,0.001632398,0.001889068,339
정릉2동,성북구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.001857891,0.001882745,340
묵2동,중랑구,,0,,0,,0,,0,,0,2,0.000015361,,0,,0,,0,,0,2,0.000015361,0.001852487,0.001877341,341
신수동,마포구,,0,,0,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,4,0.000030722,0.001824278,0.001873986,342
다산동,중구,,0,1,0.000168612,,0,,0,,0,4,0.000030722,,0,,0,,0,,0,5,0.000199334,0.001542549,0.001865071,343
